Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,68,35,37,46,73,1500,23400,1200,1770,38,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,79,79,50,32,53,77,1630,25500,1300,2000,36,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,84,79,44,42,54,85,1600,25000,1330,1910,42,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,78,71,43,39,59,76,1730,27000,1400,2050,45,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,79,58,31,37,46,71,1370,21400,1200,1600,35,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",90,83,64,57,32,66,1500,23400,ns,ns,33,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",97,93,65,75,37,85,1760,27500,ns,ns,37,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",88,80,62,63,42,82,1500,23400,ns,ns,22,9.3
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",90,88,56,43,51,80,1690,26300,ns,ns,39,7.8
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",90,82,56,62,47,76,1570,24500,1400,1900,31,10.1
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,84,78,54,42,66,87,1800,28100,1500,2170,45,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,78,69,52,45,62,73,1730,26900,ns,ns,40,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,86,74,55,41,59,88,1600,25000,1300,1810,36,9.3
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,84,76,52,41,68,87,1760,27400,1500,2090,47,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,92,81,51,35,59,83,1790,27900,ns,ns,33,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,80,79,57,43,53,87,1800,28700,1450,2200,48,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,89,76,50,49,68,86,1670,26000,1410,2100,41,8.6
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,91,77,58,35,69,92,1820,28300,ns,ns,42,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,90,65,33,41,61,86,1480,23100,1300,1800,42,7.8
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,89,73,35,53,75,95,1710,26600,1470,2070,43,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,84,65,30,53,59,92,1580,24600,1350,1890,43,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,87,59,29,55,61,94,1560,24400,1310,1900,48,9.3
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,90,68,37,55,73,94,1750,27300,1500,2130,45,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,90,85,45,54,79,96,1900,29600,1550,2250,48,7.8
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,88,80,39,59,77,95,1750,27300,1500,2050,45,8.5
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",88,75,52,43,44,78,1650,25700,1250,1910,33,9.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",87,85,57,49,62,83,1620,25200,1420,2000,38,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",88,78,56,45,61,84,1500,23400,1310,2000,35,9.3
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",86,ns,ns,ns,ns,ns,ns,ns,ns,ns,45,9.3
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",90,ns,ns,ns,ns,ns,ns,ns,ns,ns,46,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",91,74,45,51,59,75,1610,25200,1350,2000,42,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,88,77,52,53,65,92,1690,26300,1400,2060,30,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,90,70,45,54,69,91,ns,ns,ns,ns,34,7.8
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,91,77,47,52,62,92,1700,26500,1400,2060,35,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,90,75,46,50,70,90,ns,ns,ns,ns,34,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,87,81,52,50,54,89,ns,ns,ns,ns,34,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,80,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.3
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,90,80,51,52,58,83,1660,25900,1300,2000,36,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,93,76,45,52,71,94,1880,29400,1500,2200,35,7.8
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,82,74,51,58,68,87,1630,25400,1320,1800,18,10.1
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",78,71,43,38,48,81,1500,23400,1320,1960,36,9.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",73,85,53,33,70,87,1850,28900,1500,2350,44,7.8
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",81,91,67,38,65,95,2000,31200,ns,ns,39,6.9
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",77,59,40,44,46,83,1520,23700,1280,1900,39,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",80,63,27,35,44,73,1420,22200,ns,ns,46,7.8
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",83,42,11,44,35,65,ns,ns,ns,ns,44,6.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,87,86,62,39,62,86,1790,27900,1520,2100,38,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,91,89,64,39,60,88,1820,28300,1580,2180,38,7.2
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,84,82,59,41,53,88,1730,27000,1450,2030,32,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,86,81,56,40,44,79,1600,25000,1400,1900,37,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,85,82,57,40,46,81,1630,25400,1400,1950,35,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,83,77,49,40,54,89,1750,27300,1480,2110,39,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,83,72,44,38,50,88,1600,25000,1350,1900,38,9.3
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,80,70,41,40,42,84,1600,25000,1350,1930,42,7.8
